account_id,funding_fee_abs,funding_fee_abs_risk,mean_holding_minutes,mean_holding_risk,funding_timing_ratio,funding_timing_risk,funding_profit_ratio,funding_profit_ratio_risk,pattern1_risk,ip_shared_count,ip_shared_risk,mean_leverage,mean_leverage_risk,pattern2_risk,total_reward,total_reward_risk,reward_ip_shared_count,reward_ip_shared_risk,pattern3_risk,final_risk,total_profit_usd,detection_time,reviewed
A_d444580218,47.96629570241461,HIGH,6.961226379281346,HIGH,87.27272727272727,HIGH,24.00542072876913,SUSPICIOUS,HIGH,2,SUSPICIOUS,7.004545454545455,NORMAL,SUSPICIOUS,336.89586676478524,SUSPICIOUS,2,HIGH,HIGH,CRITICAL,37964.74257389878,2025-10-31 20:00:38.588185,False
A_dae7cf0dd9,0.06227003689687877,NORMAL,454.00665631055557,NORMAL,15.463917525773196,NORMAL,2.63065902326776,NORMAL,NORMAL,1,NORMAL,5.211340206185567,NORMAL,NORMAL,0.0,NO_REWARD,0,NO_REWARD,NO_REWARD,NORMAL,182.26584284105925,2025-10-31 20:00:38.588185,False
A_dcd87c6c96,2.2942161777946275,NORMAL,137.67959262698412,NORMAL,20.66115702479339,NORMAL,0.007243924377530053,NORMAL,NORMAL,1,NORMAL,61.16115702479339,HIGH,HIGH,584.82338025,HIGH,1,NORMAL,HIGH,CRITICAL,1836912.3057778124,2025-10-31 20:00:38.588185,False
A_e27beda014,0.09170578598285148,NORMAL,19.79067424601064,SUSPICIOUS,24.335106382978726,NORMAL,0.019139775068379057,NORMAL,NORMAL,2,SUSPICIOUS,10.20345744680851,NORMAL,SUSPICIOUS,13.9435062,NORMAL,2,HIGH,HIGH,HIGH,1916.5488759439254,2025-10-31 20:00:38.588185,False
A_e7205c325a,3.860496940139338,NORMAL,193.5614362121399,NORMAL,23.376623376623375,NORMAL,0.01851338635371732,NORMAL,NORMAL,1,NORMAL,64.06926406926407,HIGH,HIGH,584.7787135833333,HIGH,1,NORMAL,HIGH,CRITICAL,1438819.9099843698,2025-10-31 20:00:38.588185,False
A_e8e9d04acc,1.2878498573338786,NORMAL,14.807740033584906,SUSPICIOUS,38.70056497175141,HIGH,0.7266845005330954,NORMAL,SUSPICIOUS,1,NORMAL,15.61864406779661,SUSPICIOUS,SUSPICIOUS,17.4480334,NORMAL,1,NORMAL,NORMAL,SUSPICIOUS,3898.899294061344,2025-10-31 20:00:38.588185,False
A_e95b2c5030,0.0,NORMAL,0.4788890552380953,HIGH,22.857142857142858,NORMAL,,NORMAL,SUSPICIOUS,3,HIGH,31.414285714285715,HIGH,HIGH,0.0,NO_REWARD,0,NO_REWARD,NO_REWARD,HIGH,4754.965024099971,2025-10-31 20:00:38.588185,False
A_ebdb869fd3,0.0007831893746490546,NORMAL,2065.155063986408,NORMAL,21.642429426860566,NORMAL,1.2894444655882364,NORMAL,NORMAL,2,SUSPICIOUS,12.906757912745936,NORMAL,SUSPICIOUS,159.991358,SUSPICIOUS,1,NORMAL,SUSPICIOUS,SUSPICIOUS,226.55464778744096,2025-10-31 20:00:38.588185,False
A_ef035876f1,0.04783906968897383,NORMAL,73.32297443344828,NORMAL,25.12908777969019,NORMAL,3.743573356717337,NORMAL,NORMAL,1,NORMAL,14.48881239242685,SUSPICIOUS,SUSPICIOUS,0.0,NO_REWARD,0,NO_REWARD,NO_REWARD,NORMAL,152.06992759298814,2025-10-31 20:00:38.588185,False
A_f2ab53d645,16.89919059916467,SUSPICIOUS,107.3007686708076,NORMAL,21.477428180574556,NORMAL,2.3646750781448818,NORMAL,NORMAL,1,NORMAL,1.6928864569083448,NORMAL,NORMAL,208.98880080333333,SUSPICIOUS,1,NORMAL,SUSPICIOUS,NORMAL,365901.66939807206,2025-10-31 20:00:38.588185,False
A_f96ede8d34,8.520530660624065,NORMAL,193.28628350928383,NORMAL,76.30922693266832,HIGH,24.80425757757318,SUSPICIOUS,SUSPICIOUS,2,SUSPICIOUS,6.553615960099751,NORMAL,SUSPICIOUS,796.0282943435294,HIGH,2,HIGH,HIGH,HIGH,55854.858025264795,2025-10-31 20:00:38.588185,False
