timestamp,total_accounts,critical_count,high_count,suspicious_count,normal_count,pattern1_high,pattern2_high,pattern3_high,reviewed_count,unreviewed_count
2025-10-31 20:00:38.588185,63,6,15,6,36,6,9,12,0,63
