timestamp,pattern,risk_level,count,avg_funding_fee_abs,avg_funding_profit_ratio,avg_ip_shared,avg_leverage,avg_total_reward,avg_reward_ip_shared
2025-10-31 20:00:38.588185,Pattern1_FundingFeeArbitrage,HIGH,6,39.43885114285413,10.044780793432363,,,,
2025-10-31 20:00:38.588185,Pattern1_FundingFeeArbitrage,SUSPICIOUS,10,20.286799519695613,7.144933325200437,,,,
2025-10-31 20:00:38.588185,Pattern1_FundingFeeArbitrage,NORMAL,47,1.9034110708812575,2.343487061603647,,,,
2025-10-31 20:00:38.588185,Pattern2_OrganizedTrading,HIGH,9,,,1.6666666666666667,37.77768831735736,,
2025-10-31 20:00:38.588185,Pattern2_OrganizedTrading,SUSPICIOUS,21,,,1.6666666666666667,12.723391627329978,,
2025-10-31 20:00:38.588185,Pattern2_OrganizedTrading,NORMAL,33,,,1.0,5.307442099444795,,
2025-10-31 20:00:38.588185,Pattern3_BonusAbuse,HIGH,12,,,,,429.00009976978885,1.6666666666666667
2025-10-31 20:00:38.588185,Pattern3_BonusAbuse,SUSPICIOUS,6,,,,,251.38365932599274,1.0
2025-10-31 20:00:38.588185,Pattern3_BonusAbuse,NORMAL,31,,,,,34.11129238508855,1.0
