account_id,mean_holding_minutes,holding_score,funding_timing_ratio,timing_score,funding_profit_ratio,funding_ratio_score,mean_abs_funding,funding_size_score,funding_arbitrage_score,total_funding,total_pnl,funding_count,risk_level
A_b2bc71e131,573.3723510544071,0.0,0.2966507177033493,0.5933014354066986,0.2457649176872552,0.35109273955322173,0.30061694948667006,0.009734360894491242,0.2551133348518148,114.11612469790806,350.2142841000026,402.0,Low
A_ef035876f1,73.29543844344828,0.38920467963793104,0.2512908777969019,0.5025817555938038,0.0,0.0,0.04783906968897383,0.0015490901960264801,0.24263920631923425,-5.036373684787258,-17.163623299999767,119.0,Low
A_f2ab53d645,106.75685428574695,0.11035954761877542,0.21477428180574556,0.42954856361149113,0.0,0.0,16.89919059916467,0.547217382113569,0.22257761250554076,1843.0179035617314,-55320.10558309972,512.0,Low
A_cf3fcea289,6908.624243383243,0.0,0.5283286118980169,1.0,-0.2165890693782491,-0.3094129562546416,12.080511039773986,0.39118238160506674,0.21585347036436753,-9789.086964719698,54985.67510659,5453.0,Low
A_33849d660b,2287.1054593341914,0.0,0.3150684931506849,0.6301369863013698,0.11340136340274032,0.16200194771820048,1.3132663324305451,0.0425252416814598,0.21251361714302155,1923.8686283500533,15041.259220399985,1687.0,Low
A_3cfd9478f0,97.1873358314693,0.19010553473775582,0.29337539432176657,0.5867507886435331,0.0,0.0,0.0014210019823661377,4.6013859670120925e-05,0.20372625966116054,0.0036629802423685034,-7.4134007000000794,98.0,Low
A_5cd5d675fd,90.2676337088694,0.24776971909275503,0.2573099415204678,0.5146198830409356,0.0,0.0,0.007571319084819981,0.00024516898513154175,0.20302266183583015,0.18022937848966908,-25.094905299998864,109.0,Low
A_ae270b7bf6,2706.158557092827,0.0,0.26550270921131847,0.5310054184226369,0.1306176192392096,0.18659659891315655,1.0133686620848241,0.03281417196450805,0.1936524600742824,3019.112234414393,20095.01472639992,5666.0,Low
A_1b6957bd93,338.73657461339036,0.0,0.3544973544973545,0.708994708994709,0.0,0.0,0.14678852200666312,0.004753199880518343,0.177961657230755,47.70482861206378,-2542.190622800045,363.0,Low
A_48fbd03d61,213.54836223916664,0.0,0.3235294117647059,0.6470588235294118,0.0,0.0,1.0328054134373388,0.033443558805818736,0.16678123970322575,23.695748475097364,-1591.0233467000137,60.0,Low
A_e7205c325a,193.55686800781893,0.0,0.23376623376623376,0.4675324675324675,0.047780538612471044,0.06825791230353007,3.860496940139338,0.12500782311697903,0.15611166404172275,238.25624422119358,4748.214212999795,69.0,Low
A_3943c4c480,722.6913748206598,0.0,0.3055105348460292,0.6110210696920584,0.0,0.0,0.002502850854723877,8.104550833401501e-05,0.1527674242492647,7.707716048577946,-260.39943479999926,4871.0,Low
A_522c68dd44,325.0610868193182,0.0,0.2935026138909634,0.5870052277819268,0.0,0.0,0.2836137985975426,0.009183777145368357,0.14812887351728696,184.13992678854456,-6099.230121300014,1435.0,Low
A_c462ca9c6b,697.3914658917114,0.0,0.2556390977443609,0.5112781954887218,0.0,0.0,2.1233561734238,0.06875698570871744,0.13813309672848806,1711.2078008214492,-28269.083329999954,1432.0,Low
A_0bfb0b4311,601.5890545921958,0.0,0.2612081170363379,0.5224162340726758,0.0,0.0,1.438068213327483,0.04656648603257372,0.137589031423055,2721.490922008698,-19678.312261000025,2620.0,Low
A_507a86d368,225.1723180960234,0.0,0.24541484716157205,0.4908296943231441,0.0,0.0,2.580878101908312,0.08357213028595072,0.13524324312367864,22.441473796760594,-19610.963341499973,486.0,Low
A_06d5bd3da9,193.03521844371795,0.0,0.26627218934911245,0.5325443786982249,0.0,0.0,0.047038777656698304,0.0015231757175632448,0.1333645710321907,-53.88340165620804,-1355.8922601000036,2299.0,Low
A_359a23d0bd,321.52016793958336,0.0,0.21153846153846154,0.4230769230769231,0.03083846935252941,0.044054956217899156,2.8427450074923484,0.09205171525157392,0.1327934749223366,318.5034363037258,10009.617348899958,166.0,Low
A_40cfe40ac2,1514.9354150644774,0.0,0.26374859708193044,0.5274971941638609,0.0,0.0,0.029915996102233562,0.0009687181746558432,0.13201960626716358,24.520954400142646,-512.5641714000006,2603.0,Low
A_9366ce5043,1496.3142045324396,0.0,0.24666666666666667,0.49333333333333335,0.0,0.0,0.007794187926434221,0.0002523857629616502,0.12337119119777758,6.638400633990854,-30.922001589999677,1525.0,Low
A_94cf7bdada,103.51658403247863,0.1373617997293447,0.15384615384615385,0.3076923076923077,0.000254447085303764,0.0003634958361482343,0.02331449850773005,0.0007549532484308085,0.11835390857998943,0.0087094348395916,34.220155199998345,4.0,Low
A_64a414bc30,165.83798113049068,0.0,0.23337222870478413,0.46674445740956827,0.0,0.0,0.23178029147499815,0.007505341961924372,0.11781191564668073,-25.452137540320997,-464.9484681999994,137.0,Low
A_2ba62f7b20,225.478309095574,0.0,0.23431734317343172,0.46863468634686345,0.0,0.0,0.058714722196547456,0.0019012577190240306,0.11744386024456947,1.8088332718439046,-634.4499993000002,274.0,Low
A_dcd87c6c96,137.64180540376984,0.0,0.2066115702479339,0.4132231404958678,0.0,0.0,2.2942161777946275,0.07428965094206529,0.11444923276527674,98.26760404580241,-19641.191886999615,58.0,Low
A_946b028740,175.55751314140625,0.0,0.21705426356589147,0.43410852713178294,0.0,0.0,0.01014297906784135,0.00032844262095080637,0.10857639817608836,-0.2297306861232133,-0.5592320000000173,34.0,Low
A_ebdb869fd3,2064.89610517273,0.0,0.21642429426860565,0.4328485885372113,0.0,0.0,0.0007831893746490546,2.5360672558826778e-05,0.10821595123518665,0.8053608325876094,-31.824878419999532,3730.0,Low
A_6960c2ee08,169.73112886364797,0.0,0.2066326530612245,0.413265306122449,0.0,0.0,0.4099887015601724,0.01327595796067231,0.10530772022471309,1.9550177687886705,-2446.140544000019,136.0,Low
A_68f6513965,144.73812227068626,0.0,0.20494186046511628,0.40988372093023256,0.0,0.0,0.0787759100414822,0.002550864611743282,0.10285355992431963,-1.9448457576999145,-465.1817046000033,100.0,Low
A_4081f88bb0,441.7552387700758,0.0,0.22830336200156373,0.45660672400312746,-0.09596459138084106,-0.1370922734012015,5.944400689432889,0.19248728892769285,0.10189709231957535,-731.2672682557472,8351.445270719913,603.0,Low
A_ace0a74506,229.07635851029963,0.0,0.1947565543071161,0.3895131086142322,0.0,0.0,0.04279763051751149,0.0013858419546800107,0.09758615344676005,4.31029865599866,-2794.823589399998,255.0,Low
A_1a7c006b71,225.3625889180871,0.0,0.18820224719101122,0.37640449438202245,0.0,0.0,0.24964835658757062,0.008083932738622282,0.09531371350629896,-11.28450475500361,-2017.4094810000129,84.0,Low
A_dae7cf0dd9,328.4323632259259,0.0,0.15463917525773196,0.30927835051546393,0.0,0.0,0.06227003689687879,0.0020163833513132698,0.07762204513156297,-3.936241855125538,-25.93531700000011,77.0,Low
