account_id,sharpe_score,winrate_score,pf_score,entropy_score,concentration_score,kelly_score,quant_anomaly_score,total_positions,sharpe_ratio,max_drawdown,win_rate,profit_factor,avg_holding_minutes,median_holding_minutes,time_entropy,position_concentration_hhi,avg_leverage,max_leverage,leverage_std,kelly_optimal,kelly_deviation,consistency_score,roi_pct,total_pnl,avg_trade_interval_min,trade_interval_cv,risk_level
A_ebdb869fd3,0.0,0.6,0.0,0.0,0.0,0.0,0.12,580,-1.718921114520256,-98.71322057154978,0.7103448275862069,0.7460891029030128,2065.155063986408,116.81929425,0.9059134542385875,0.024060642092746727,25.794827586206896,100,28.958268600698275,0.0,0.257948275862069,0.07137431439303009,-0.04945635537291784,-32.27534841999953,548.8094492498273,17.1083833952338,Low
A_9a5e1e7fac,0.0,0.6,0.0,0.0,0.0,0.0,0.12,1016,-1.0166784872725942,-79.5816057976102,0.33267716535433073,0.8476997674968969,37.34272484550525,6.885818125,0.8785527479456442,0.10481508463016927,45.636811023622045,100,42.545680848758906,0.0,0.4563681102362204,0.031896040939913536,-0.04206268426251678,-44.62043820000046,130.0101345925944,18.568210932828983,Low
A_0ad0445c5a,0.0,0.6,0.0,0.0,0.0,0.0,0.12,204,-1.4001238936891884,-37.07779571427409,0.7941176470588235,0.6398286913661391,22.685705691339873,1.3099601333333333,0.8694175341160135,0.10399846212995,8.176470588235293,40,4.274824375630002,0.0,0.08176470588235293,0.09802828017523604,-0.19038165088026263,-4191.618350999983,208.00049364334976,1.4702312198185998,Low
A_c91db6cabf,0.0,0.6,0.0,0.0,0.0,0.0,0.12,23,-0.6463771424818155,-12.16854138674076,0.391304347826087,0.4495949631073146,23.18904799347826,14.606568533333332,0.6570347934085192,0.3232514177693762,11.08695652173913,25,5.221572764444383,0.0,0.1108695652173913,0.1347789511244821,-0.6658063770075827,-563.1319699999985,42.51920696969697,2.7257821823808057,Low
A_26ffea8fd9,0.0,0.6,0.0,0.0,0.0,0.0,0.12,455,0.36395924255121553,-68.08010159394338,0.7758241758241758,0.8966764225129261,1755.401665375055,286.33524201666665,0.9222832766662012,0.12136215432918726,8.116483516483516,100,6.742074213446302,0.0,0.08116483516483516,0.017062672467490755,-0.07964015328908666,-16700.573186500034,709.9188434412995,8.462615313554931,Low
A_6b3a8b213d,0.0,0.0,0.6,0.0,0.0,0.0,0.12,18,1.2318370193546073,-3.0587811220680297,0.6111111111111112,3.1642108133652127,0.818601201851852,0.66151475,0.5324075354076727,0.16049382716049387,14.38888888888889,20,4.852396483593126,0.38579016853942777,0.24190127965053887,0.29034676990075575,0.26834943681007284,1300.8359861999904,5876.193045524509,1.8609132946126166,Low
A_5cd5d675fd,0.0,0.6,0.0,0.0,0.0,0.0,0.12,342,-0.17567297803167994,-32.458218961630934,0.7485380116959064,0.8988041181231435,90.26763370886938,10.915330525000002,0.941794127081426,0.5668923771416848,18.017543859649123,20,4.972031670758025,0.0,0.18017543859649124,0.00949930671685745,-0.015101748110032119,-25.09490529999887,411.28134450786905,4.814930529835961,Low
A_68f6513965,0.0,0.0,0.0,0.0,1.0,0.0,0.1,340,-1.87485508359971,-46.05382308243208,0.6735294117647059,0.5014748497763843,151.04749558985293,20.441804791666666,0.8688862287313045,0.813062283737024,18.738235294117647,50,5.921238943239788,0.0,0.18738235294117647,0.10167829290723,-0.12348957273816696,-465.96857260000354,559.9688109708948,7.017329693737306,Low
A_c668740478,0.0,0.0,0.0,0.0,1.0,0.0,0.1,522,-0.7802993413771074,-11.112903909343938,0.6551724137931034,0.9320256674629311,58.83853517199873,12.259534433333334,0.9441745511780786,0.9923591843924779,48.628352490421456,50,6.647398634419227,0.0,0.48628352490421456,0.03415277435967296,-0.006212041073463443,-808.6200798000168,445.59319270847726,3.3062366514973633,Low
A_1a7c006b71,0.0,0.0,0.0,0.0,1.0,0.0,0.1,176,-1.4286250422436464,-29.42932777079756,0.6306818181818182,0.31005491010103786,227.3651384160985,24.979647758333332,0.9296182289929096,0.8806818181818181,31.511363636363637,100,29.45834611522099,0.0,0.3151136363636364,0.10768666434608655,-0.3621405375412609,-1980.2440590000133,609.7999997806667,4.930132287209798,Low
A_94cf7bdada,0.0,0.0,0.0,0.0,1.0,0.0,0.1,39,0.7545707700691873,-2.613883062682951,0.6923076923076923,1.585699954346386,103.51658403247862,25.42965033333333,0.7911014677282089,0.9500328731097962,18.205128205128204,20,2.429852574902947,0.255713309864731,0.07366202781344897,0.12082802432646185,0.06632452347471147,34.220155199998345,145.34722525570177,1.9614529436706076,Low
A_27fd29fd55,0.0,0.0,0.0,0.0,0.0,0.6,0.06,69,-0.714819481297702,-5.504576841295708,0.6086956521739131,0.6935507306675003,53.028294447101445,14.295454033333334,0.7149815729202498,0.4845620667926906,64.4927536231884,100,30.75215113872514,0.0,0.644927536231884,0.0860541530583509,-0.025520552607678985,-20.884539800002692,353.5608923617648,2.2666736090739827,Low
A_06d5bd3da9,0.0,0.0,0.0,0.0,0.5,0.0,0.05,130,-1.27832314602043,-34.55131812820559,0.6615384615384615,0.5582351143022525,193.03521844371795,51.915555858333335,0.926482530646021,0.6097041420118343,45.76923076923077,100,31.031751296873075,0.0,0.4576923076923077,0.11211635664830087,-0.2952484309892753,-1355.8922601000033,286.4331299307494,2.1272944759681094,Low
A_e27beda014,0.0,0.0,0.0,0.0,0.5,0.0,0.05,376,-1.9712490102442026,-9.931806686632806,0.42819148936170215,0.5666032916830798,19.79067424601064,12.182649591666666,0.8026687073401725,0.6905415346310547,20.40691489361702,50,21.014201040964437,0.0,0.2040691489361702,0.10165940554162442,-0.03441659012056623,-530.1067593999921,585.3727940764444,3.247562217381286,Low
A_1b6957bd93,0.0,0.0,0.0,0.0,0.5,0.0,0.05,234,-1.070290893834901,-153.54806982801986,0.47435897435897434,0.640240467165908,344.42570374629634,31.274410225,0.672362098739758,0.6067280298049532,8.35897435897436,20,4.495990657325261,0.0,0.0835897435897436,0.0699671045241644,-0.03569326722769863,-2467.652718800045,497.58614922496423,4.504065149281736,Low
A_2ba62f7b20,0.0,0.0,0.0,0.0,0.5,0.0,0.05,482,-0.4221333350036788,-24.950124027104067,0.44398340248962653,0.535394345230685,248.08498158547718,75.342016775,0.9370965342812385,0.6897091992217766,24.30290456431535,100,10.392482483491,0.0,0.24302904564315353,0.019227646531052293,-0.11533900583345147,-887.5585579000001,614.4262656483368,2.6095536429529824,Low
A_48fbd03d61,0.0,0.0,0.0,0.0,0.5,0.0,0.05,80,-1.0210885804200507,-16.611925399971152,0.425,0.3903265968588784,393.1024633135417,1.9643089083333334,0.7988699653401394,0.7568750000000001,1.475,9,1.4229137515337313,0.0,0.014750000000000001,0.1141611738433997,-0.0633891681850146,-2114.4716228000116,1371.7508911824896,3.319032776348784,Low
A_f2ab53d645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457,-1.367945639376356,-88.75028981653993,0.6973232669869595,0.7355213647623035,107.3007686708076,7.819859133333334,0.924803957428526,0.04552231458761315,3.397391901166781,100,5.5417316694734815,0.0,0.03397391901166781,0.03583761202059795,-0.08861798758289868,-54465.89881369974,211.01731054745875,2.750462627112154,Low
A_946b028740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,-0.0571552238196678,-20.097376852745906,0.578125,0.9660037059432895,175.55751314140628,69.95647345,0.8970865320556171,0.056640625,17.265625,32,5.247046599361684,0.0,0.17265625,0.007144402977458475,-0.014385103019519752,-0.5592320000000175,1207.669732857143,2.723327728443713,Low
A_55021b4ae2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,-0.14659292049034198,-4.522278547940614,0.5263157894736842,1.8188715370421904,27.682427326315793,17.63413016666667,0.5964088866956951,0.3850415512465373,11.578947368421053,25,5.55093375001684,0.23695187412561755,0.12116240044140703,0.03363072243452071,0.5511356564875677,440.1798499999996,51.96823914074074,2.648344447003645,Low
A_8413984c30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,1.9663239795170842,-7.284486891915068,0.4852941176470588,1.3649362635092086,85.04738612083332,81.04603368333332,0.7266322426614615,0.054930795847750874,10.426470588235293,45,10.749961716656008,0.02440448921642166,0.07986021666593128,0.2384518076980528,0.13130091892042253,40887.59639199987,1232.5246156024875,2.5988812720315533,Low
A_359a23d0bd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,1.6299355069271924,-7.8527039692650495,0.4305555555555556,2.6683440838978147,982.5609082266203,10.526251975,0.8969704207252367,0.36226851851851843,11.88888888888889,50,10.710736426800066,0.26919872074787354,0.15030983185898467,0.19208974164082512,0.18685002073342535,10390.212281899992,1623.249464482864,2.7072779169254066,Low
A_0e72128b0d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,-0.21199368489037354,-96.34012773638891,0.6363636363636364,0.3751197137175452,2711.863881170799,258.3892392833333,0.8918247444092602,0.15101427498121714,4.75206611570248,40,5.00380020873392,0.0,0.047520661157024795,0.01927215317185214,-0.7840838197339806,-60060.570203000025,2339.7258894872225,5.474878932732971,Low
A_cab220ef3c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513,-0.3265252523596055,-99.93729191733102,0.47173489278752434,0.9258007797645426,3012.0902602322935,540.9919714666667,0.8678448308367428,0.46760446709148873,6.113060428849902,20,4.549090417137733,0.0,0.06113060428849902,0.014416442071637552,-0.04682416324295143,-58700.310614300004,521.722160493099,17.980557163469097,Low
A_7ba723a337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,-0.7823333194184399,-26.507897734264123,0.5660377358490566,0.9888489557718337,59.41555038207547,9.288921533333333,0.8740904831955312,0.20185119259522957,25.49056603773585,40,13.296359596505866,0.0,0.2549056603773585,0.10746174595116677,-0.007858322817617155,-3.53873199999965,1039.1567346163463,4.115066422351712,Low
A_9366ce5043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373,-1.2659257218977091,-96.74905255371964,0.6005361930294906,0.8397350884966033,1496.4697914114388,356.48128164999997,0.9307556715000245,0.16862767647291363,16.62734584450402,100,13.25486328606299,0.0,0.1662734584450402,0.06554714925738624,-0.08620427584587513,-31.15321158999966,577.0685840707886,6.296129283997477,Low
A_33849d660b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,0.8104938440033408,-93.6762967656081,0.41911764705882354,1.5579473869647817,2341.8309619465686,150.06209552500002,0.9251357305423149,0.1340560121107266,10.511029411764707,100,21.972640393764024,0.15009851934915475,0.04498822523150768,0.0491434077608626,0.2659871327939931,18428.53078699997,1029.2448058840098,7.1919110839334275,Low
A_4081f88bb0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,0.9481308418640387,-49.50406517312156,0.506198347107438,1.1018474884011498,441.8922919696281,95.29162946666665,0.9631212224887639,0.29805853425312484,40.731404958677686,100,30.744963150061004,0.046789624542790044,0.3605244250439868,0.043096856448365396,0.07756273400111638,12750.986686719913,726.6757786534852,2.3325411409613843,Low
A_d444580218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,-1.590580526681652,-32.20816478378896,0.6055045871559633,0.6865431717573325,6.961226379281347,1.0915498083333333,0.6977014182996331,0.03972729568218164,14.03211009174312,100,16.090867437209006,0.0,0.1403211009174312,0.10772770660324515,-0.10686254906496319,-5359.442555140059,201.16202476804918,1.7260283371497316,Low
A_2db64f326b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,0.9839682187483161,-10.906391824541794,0.4371584699453552,0.9287654183262213,469.96461664080147,14.7395637,0.8669914894687412,0.3582370330556302,6.081967213114754,28,5.276826016850085,0.0,0.06081967213114754,0.07273702372420374,-0.010019651998184755,-3969.523441799898,241.6119985873627,9.871444909293666,Low
A_60a63690ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,-1.2127407265332126,-71.12789266485983,0.5023328149300156,0.5563700890034136,493.3082443917055,18.5041453,0.9700848276532636,0.3113249759946211,23.003110419906687,100,34.55498110666798,0.0,0.23003110419906686,0.04782582561046283,-0.16192697045372623,-213.56944080181114,506.57122018883695,9.96808654284438,Low
A_f96ede8d34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377,0.20367498500784392,-88.14659059465215,0.4986737400530504,0.7059024038847351,193.28628350928383,1.3789813166666667,0.8030096446644385,0.03308965798675852,13.811671087533156,100,14.78854759667725,0.0,0.13811671087533156,0.010489795409821315,-0.10409298201459333,-7074.695121290058,117.44895396307625,16.351352703506848,Low
