피처,평균,중앙값,표준편차,10th,25th,75th,90th,95th
펀딩피 절댓값 ($),8.056180396409998,0.27687069138069387,44.44513707302775,0.00024211132466055,0.00325609996506855,2.0203632641774765,11.157932718539461,30.882042770449544
보유시간 (분),628.2227765733537,175.55751314140625,1175.647437078426,15.804326876070053,46.358135384235936,533.3755509613976,2003.2043842641388,2888.289742163668
펀딩시각 집중도 (%),29.424025452583237,25.730994152046783,13.17503174079908,,22.843739528649614,30.10806262746892,41.72356938915028,52.803812358957124
펀딩피 수익비중 (%),3.5771235832688215,1.084802182245154,7.0395493922460695,,0.2964211753650303,2.6552064486989684,8.440244126919325,23.60604517315862
