account_id,funding_fee_abs,mean_holding_minutes,funding_timing_ratio,funding_profit_ratio,funding_score,risk_level
A_d444580218,9113.596183458776,6.961226379281346,87.27272727272727,24.00542072876976,0.5757828731691425,Medium
A_f96ede8d34,13854.38285417473,193.28628350928383,76.30922693266832,24.80425757757362,0.5426984789035679,Medium
